,Timestamp,Category,Activity,Keystrokes,Gaze,Emotion,Eyes
163,153639446,0,Google Chrome :: https://www.google.com.sg/search?rlz=1C5CHFA_enSG730SG730&ei=1YSTW7CaA4nOvgT_9b-4Dg&q=spotify+listener+to+change+in+song+developer&oq=spotify+listener+to+change+in+song+developer&gs_l=psy-ab.3...4586.5887.0.6090.10.10.0.0.0.0.133.873.6j4.10.0....0...1c.1.64.psy-ab..0.9.818...33i160k1j33i21k1j33i13i21k1.0.7lCpAT_58k,0.13095238095238096,1,6,1
164,153639447,0,Google Chrome :: https://www.google.com.sg/search?rlz=1C5CHFA_enSG730SG730&ei=1YSTW7CaA4nOvgT_9b-4Dg&q=spotify+listener+to+change+in+song+developer&oq=spotify+listener+to+change+in+song+developer&gs_l=psy-ab.3...4586.5887.0.6090.10.10.0.0.0.0.133.873.6j4.10.0....0...1c.1.64.psy-ab..0.9.818...33i160k1j33i21k1j33i13i21k1.0.7lCpAT_58k,0.0,0,6,1
165,153639448,0,Google Chrome :: https://www.google.com.sg/search?rlz=1C5CHFA_enSG730SG730&ei=1YSTW7CaA4nOvgT_9b-4Dg&q=spotify+listener+to+change+in+song+developer&oq=spotify+listener+to+change+in+song+developer&gs_l=psy-ab.3...4586.5887.0.6090.10.10.0.0.0.0.133.873.6j4.10.0....0...1c.1.64.psy-ab..0.9.818...33i160k1j33i21k1j33i13i21k1.0.7lCpAT_58k,0.0,2,6,0
166,153639449,0,Google Chrome :: https://developer.spotify.com/documentation/web-api,0.0,2,6,0
167,153639449,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/libraries,0.0,2,6,1
168,153639450,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/libraries,0.0,2,6,1
169,153639451,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/quick-start,0.0,2,6,1
170,153639452,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/quick-start,0.0,2,6,1
171,153639453,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/quick-start,0.0,0,3,1
172,153639454,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,2,6,1
173,153639455,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,0,5,1
174,153639456,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,2,6,1
175,153639457,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,0,6,1
176,153639458,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,2,6,1
177,153639459,0,Google Chrome :: https://www.facebook.com/v2.3/dialog/oauth?client_id=174829003346&state=AQBy5HXG-A3y0UuKA1VJx_Vxvx3fGs_ltAJOc_WrjTtcMvBfYRSB1Y1ibbnE-L-9d8P_aqieZV7ZWOs-U7pCIdLWFPrIxGOVVn3oWcanl8KLsvPCgxj2ezDcSX516Aqvqbnl&redirect_uri=https%3A%2F%2Faccounts.spotify.com%2Fapi%2Ffacebook%2Foauth%2Faccess_toke,0.0,2,6,1
178,153639460,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,0,6,1
179,153639461,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,2,6,1
180,153639461,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,2,6,1
181,153639462,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.0,0,6,0
182,153639463,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.08333333333333333,1,6,1
183,153639464,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.21428571428571427,1,6,1
184,153639465,0,Google Chrome :: https://developer.spotify.com/console/get-recently-played/?type=track&limit=30&after=&before,0.05952380952380952,1,6,1
185,153639466,0,Google Chrome :: https://developer.spotify.com/console/player,0.0,2,6,1
186,153639467,0,Google Chrome :: https://developer.spotify.com/console/get-user-player,0.0,2,6,1
187,153639468,0,Google Chrome :: https://developer.spotify.com/console/get-user-player,0.0,2,6,1
188,153639469,0,Google Chrome :: https://developer.spotify.com/console/get-user-player,0.0,1,6,1
189,153639470,0,Google Chrome :: https://developer.spotify.com/console/get-user-player,0.0,1,6,1
190,153639471,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/quick-start,0.0,2,6,1
191,153639472,0,Google Chrome :: https://developer.spotify.com,0.0,2,6,1
192,153639472,0,Google Chrome :: https://developer.spotify.com/documentation,0.0,0,6,1
193,153639473,0,Google Chrome :: https://developer.spotify.com/documentation/web-api,0.0,2,6,1
194,153639474,0,Google Chrome :: https://developer.spotify.com/documentation/web-api,0.0,2,6,1
195,153639475,0,Google Chrome :: https://developer.spotify.com/console/get-user-player,0.0,2,6,1
196,153639476,0,Google Chrome :: https://developer.spotify.com/console/get-user-player,0.0,2,6,1
197,153639477,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
198,153639478,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
199,153639479,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,0,6,1
200,153639480,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
201,153639481,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,0
202,153639482,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
203,153639482,1,Spotify,0.0,2,6,1
204,153639483,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,0,0,1
205,153639484,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
206,153639485,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,1,6,1
207,153639486,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
208,153639487,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
209,153639488,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,0,6,1
210,153639489,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
211,153639490,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
212,153639491,0,Google Chrome :: https://developer.spotify.com/console/get-user-player/?market,0.0,2,6,1
213,153639492,0,Google Chrome :: https://developer.spotify.com/console/player,0.0,2,6,1
214,153639493,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,6,1
215,153639493,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,6,1
216,153639494,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,6,0
217,153639495,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,0,6,1
218,153639496,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.07142857142857142,2,6,1
219,153639497,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,6,1
220,153639498,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.21428571428571427,2,6,1
221,153639499,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.05952380952380952,2,6,1
222,153639500,0,Google Chrome :: https://stackoverflow.com/questions/48760545/how-to-know-when-the-user-changes-the-song-with-the-spotify-ap,0.047619047619047616,2,6,1
223,153639501,0,Google Chrome :: https://stackoverflow.com/questions/48760545/how-to-know-when-the-user-changes-the-song-with-the-spotify-ap,0.09523809523809523,2,6,0
224,153639502,0,Google Chrome :: https://stackoverflow.com/questions/48760545/how-to-know-when-the-user-changes-the-song-with-the-spotify-ap,0.13095238095238096,2,1,1
225,153639503,0,Google Chrome :: https://www.google.com.sg/search?q=spotify+api+find+track+type&rlz=1C5CHFA_enSG730SG730&oq=spotify+api+find+track+type&aqs=chrome..69i57.26099j0j4&sourceid=chrome&ie=UTF-,0.23809523809523808,2,6,1
226,153639504,0,Google Chrome :: https://www.google.com.sg/search?q=spotify+api+find+track+type&rlz=1C5CHFA_enSG730SG730&oq=spotify+api+find+track+type&aqs=chrome..69i57.26099j0j4&sourceid=chrome&ie=UTF-,0.0,0,6,1
227,153639504,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/tracks/get-audio-analysis,0.0,2,6,0
228,153639505,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/tracks/get-audio-analysis,0.0,2,6,1
229,153639506,0,Google Chrome :: https://www.google.com.sg/search?q=spotify+api+find+track+type&rlz=1C5CHFA_enSG730SG730&oq=spotify+api+find+track+type&aqs=chrome..69i57.26099j0j4&sourceid=chrome&ie=UTF-,0.09523809523809523,2,6,1
230,153639507,1,Spotify,0.08333333333333333,2,6,1
231,153639508,1,Spotify,0.0,2,6,1
232,153639509,0,Google Chrome :: https://www.google.com.sg/search?rlz=1C5CHFA_enSG730SG730&ei=QIeTW63-NKWOvQT5lZXQDQ&q=spotify+api+get+current+song+genre&oq=spotify+api+get+current+song+genre&gs_l=psy-ab.3..33i22i29i30k1.14457.18229.0.18312.13.11.1.1.1.0.81.615.10.10.0....0...1c.1.64.psy-ab..1.12.613...0j0i20i263k1j0i22i30k1j33i160k1.0.vpSRBdwa1F,0.17857142857142858,2,6,1
233,153639510,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,2,6,1
234,153639511,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,1,6,1
235,153639512,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,2,6,1
236,153639513,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,2,6,1
237,153639514,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,2,6,1
238,153639515,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.05952380952380952,2,6,1
239,153639515,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.10714285714285714,2,6,1
240,153639516,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.05952380952380952,1,6,1
241,153639517,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,0,6,1
242,153639518,0,Google Chrome :: https://www.google.com.sg/search?rlz=1C5CHFA_enSG730SG730&ei=3YSTW8eAHYzjvgTSgpeAAw&q=spotify+api+get+track+genre&oq=get+track+genre&gs_l=psy-ab.3.1.0i22i30k1l2.717744.721003.0.723325.15.15.0.0.0.0.77.870.15.15.0....0...1c.1.64.psy-ab..0.15.859...0j35i39k1j0i67k1j0i131k1j0i20i263k1j0i10k1j0i22i10i30k1.0.tlEwS8TVFW,0.20238095238095238,0,6,1
243,153639519,0,Google Chrome :: https://developer.spotify.com/console/get-available-genre-seeds,0.0,2,6,1
244,153639520,0,Google Chrome :: https://developer.spotify.com/console/get-available-genre-seeds,0.0,2,6,1
245,153639521,0,Google Chrome :: https://developer.spotify.com/console/tracks,0.0,2,0,0
246,153639522,0,Google Chrome :: https://developer.spotify.com/console/tracks,0.0,2,6,1
247,153639523,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.0,2,6,1
248,153639524,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.11904761904761904,2,6,1
249,153639525,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.011904761904761904,2,6,1
250,153639526,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,6,0
251,153639526,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.023809523809523808,0,6,1
252,153639527,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.0,0,6,1
253,153639528,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,3,1
254,153639529,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,6,1
255,153639530,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.011904761904761904,2,6,1
256,153639531,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.011904761904761904,0,6,1
257,153639532,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,2,6,1
258,153639533,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.08333333333333333,1,6,1
259,153639534,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.011904761904761904,2,2,1
260,153639535,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.011904761904761904,1,6,1
261,153639536,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.023809523809523808,2,6,1
262,153639536,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.15476190476190477,0,6,1
263,153639537,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.0,2,6,1
264,153639538,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.0,2,6,1
265,153639539,1,Spotify,0.0,2,6,1
266,153639540,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,1,6,1
267,153639541,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.0,2,6,1
268,153639542,0,Google Chrome :: https://developer.spotify.com/console/get-users-currently-playing-track,0.07142857142857142,0,6,1
269,153639543,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.023809523809523808,0,6,1
270,153639544,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.0,1,6,0
271,153639545,0,Google Chrome :: https://developer.spotify.com/console/get-track,0.0,2,6,1
272,153639546,2,Google Chrome :: http://localhost:8124,0.0,1,0,1
273,153639547,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.0,2,6,1
274,153639547,0,Google Chrome :: https://developer.spotify.com/documentation/web-api/reference/player/get-the-users-currently-playing-track,0.21428571428571427,2,6,1
275,153639548,2,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0.023809523809523808,2,6,1
276,153639549,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,1
277,153639550,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,1,6,1
278,153639551,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,0,6,0
279,153639552,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,0,1
280,153639553,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,1
281,153639554,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,1,6,0
282,153639555,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,1
283,153639556,1,Spotify,0.0,2,6,1
284,153639557,1,Spotify,0.0,2,6,1
285,153639558,1,Spotify,0.0,2,6,1
286,153639558,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,1
287,153639559,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,0,2,0
288,153639560,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,1
289,153639561,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,0
290,153639562,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,1
291,153639563,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,0,6,1
292,153639564,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,0
293,153639565,2,Google Chrome :: https://community.spotify.com/t5/Music-Chat/How-do-I-check-the-genre-of-a-song/td-p/152105,0.0,2,6,1
