Timestamp,Category,Activity,Keystrokes,Gaze,Emotion,Eyes
153639577,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,0,6,True
153639578,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,2,6,True
153639579,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,2,3,True
153639579,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,1,0,True
153639580,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,0,6,True
153639581,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,2,6,True
153639582,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,2,6,True
153639583,Entertainment,Spotify,0,2,6,True
153639584,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,0,6,False
153639585,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,2,6,True
153639586,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,1,6,True
153639587,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,0,3,True
153639588,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=spotify+get+track+genre&rlz=1C5CHFA_enSG730SG730&oq=get+track+genre&aqs=chrome.1.69i57j0l2j69i64.5987j0j4&sourceid=chrome&ie=UTF-,0,2,6,True
153639589,Work,Atom,0,2,6,True
153639590,Work,Atom,0,2,6,True
153639590,Work,Atom,0,2,6,True
153639591,Work,Atom,0,2,6,True
153639592,Work,Atom,0,2,6,True
153639593,Work,Atom,0,1,6,False
153639594,Work,Atom,0,2,6,True
153639595,Work,Atom,0,0,6,True
153639596,Work,Atom,0,2,6,False
153639597,Work,Atom,0,0,6,True
153639598,Work,Atom,0,2,6,True
153639599,Work,Atom,0,1,6,True
153639600,Work,Atom,0,2,6,True
153639600,Work,Atom,0,0,6,True
153639601,Work,Atom,0,2,6,True
153639602,Work,Atom,0,0,6,False
153639603,Work,Atom,0,2,6,True
153639604,Work,Atom,0,2,6,True
153639605,Work,Atom,0,2,6,True
153639606,Miscellaneous,Google Chrome :: chrome://newtab,10,0,6,True
153639607,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,2,6,True
153639608,Miscellaneous,Google Chrome :: https://www.rescuetime.com,1,2,2,True
153639609,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,1,6,False
153639610,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,2,6,True
153639611,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,0,6,True
153639611,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,2,6,True
153639612,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,2,6,True
153639613,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,0,6,True
153639614,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,2,6,True
153639615,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,0,6,True
153639616,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,2,6,True
153639617,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,2,6,False
153639618,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,0,6,True
153639619,Miscellaneous,Google Chrome :: https://www.rescuetime.com,0,0,1,True
153639620,Work,Atom,0,1,6,True
153639621,Work,Atom,0,2,6,True
153639621,Work,Atom,0,2,6,False
153639622,Work,Atom,0,2,6,False
153639623,Work,Atom,0,0,6,True
153639624,Work,Atom,0,2,6,True
153639625,Work,Atom,0,2,6,True
153639626,Work,Atom,0,2,6,True
153639627,Work,Atom,0,2,6,False
153639628,Work,Atom,0,2,6,True
153639629,Work,Atom,0,2,6,True
153639630,Work,Atom,0,2,6,True
153639631,Work,Atom,0,2,6,True
153639632,Work,Atom,0,2,6,True
153639632,Work,Atom,0,0,6,True
153639633,Work,Atom,0,0,0,True
153639634,Work,Atom,4,2,6,True
153639636,Work,Atom,2,2,6,True
153639637,Work,Atom,0,1,6,True
153639638,Work,Google Chrome :: https://developer.spotify.com/console/get-track,0,2,6,False
153639639,Work,Atom,0,2,6,True
153639640,Work,Atom,0,1,6,True
153639640,Work,Atom,4,2,6,True
153639641,Work,Atom,7,1,6,True
153639642,Work,Atom,0,2,6,True
153639643,Work,Atom,0,2,6,True
153639644,Work,Atom,0,2,6,True
153639645,Work,Atom,0,1,6,True
153639646,Work,Atom,0,2,6,True
153639647,Miscellaneous,Google Chrome :: https://mail.google.com/mail/u/0/#inbo,0,2,6,True
153639648,Work,Atom,0,2,6,True
153639649,Work,Atom,0,2,6,True
153639650,Work,Atom,0,0,6,False
153639651,Work,Atom,0,1,6,True
153639651,Work,Atom,0,2,6,True
153639652,Work,Atom,0,2,6,True
153639653,Work,Atom,0,1,6,True
153639654,Work,Atom,0,2,6,True
153639655,Work,Atom,0,0,6,True
153639656,Work,Atom,0,0,3,True
153639657,Work,Atom,0,1,6,True
153639658,Work,Atom,0,0,6,True
153639659,Work,Atom,0,2,6,True
153639660,Work,Atom,1,2,6,True
153639661,Work,Atom,12,0,6,False
153639662,Work,Atom,10,2,6,True
153639662,Work,Atom,13,2,6,True
153639663,Work,Atom,10,0,6,True
153639664,Work,Atom,8,1,6,True
153639665,Work,Atom,6,2,6,True
153639666,Work,Atom,0,2,6,True
153639667,Work,Atom,0,0,6,True
153639668,Work,Atom,0,2,6,True
153639669,Work,Atom,0,2,6,True
153639670,Work,Atom,0,2,6,False
153639671,Work,Atom,8,2,6,True
153639672,Work,Atom,12,2,6,False
153639672,Work,Atom,1,2,6,False
153639673,Work,Atom,20,2,6,True
153639674,Work,Atom,2,2,6,True
153639675,Work,Atom,0,2,6,True
153639676,Work,Atom,0,2,6,True
153639677,Work,Atom,8,2,6,True
153639678,Work,Atom,8,2,6,True
153639679,Work,Atom,6,2,6,True
153639680,Work,Atom,4,1,3,True
153639681,Miscellaneous,Calendar,0,0,6,True
153639682,Work,Atom,0,2,6,False
153639683,Work,Atom,15,2,3,True
153639683,Work,Atom,3,2,6,True
153639684,Work,Atom,2,2,0,True
153639685,Work,Atom,0,2,6,True
153639686,Work,Atom,19,2,6,True
153639687,Work,Atom,19,0,6,True
153639688,Work,Atom,17,1,6,True
153639689,Work,Atom,19,2,6,True
153639690,Work,Atom,1,2,6,True
153639691,Work,Atom,16,2,6,True
153639692,Work,Atom,12,2,6,True
153639693,Work,Atom,18,1,6,True
153639693,Work,Atom,23,2,6,True
153639694,Work,Atom,3,0,6,False
153639695,Work,Atom,24,2,6,True
153639696,Work,Atom,30,2,6,False
153639697,Work,Atom,0,2,6,True
153639698,Work,Atom,0,2,3,True
153639699,Work,Atom,1,2,6,True
153639700,Work,Atom,0,2,6,False
153639701,Work,Atom,0,2,6,True
153639702,Work,Atom,0,2,6,True
153639703,Work,Atom,0,0,6,True
153639704,Work,Atom,0,2,6,True
153639704,Work,Atom,0,2,6,True
153639705,Work,Atom,4,2,6,True
153639706,Work,Atom,7,2,6,False
153639707,Work,Atom,7,0,6,True
153639708,Work,Atom,0,2,6,True
153639709,Work,Atom,0,2,6,True
153639710,Work,Atom,0,2,6,True
153639711,Work,Atom,0,2,6,False
153639712,Work,Atom,0,2,6,True
153639713,Work,Atom,0,2,6,True
153639714,Work,Atom,0,1,6,True
153639715,Work,Atom,0,2,6,True
153639715,Work,Atom,0,2,6,True
153639716,Work,Atom,0,2,6,True
153639717,Work,Atom,0,1,6,True
153639718,Work,Atom,0,2,6,True
153639719,Work,Atom,0,0,6,True
153639720,Work,Atom,0,1,6,True
153639721,Work,Atom,0,2,6,True
153639722,Work,Atom,0,2,6,True
153639723,Work,Atom,0,0,6,True
153639724,Work,Atom,0,0,6,False
153639725,Work,Atom,0,0,6,True
153639725,Work,Atom,0,2,6,False
153639726,Work,Atom,0,2,6,True
153639727,Work,Atom,0,2,6,True
153639728,Work,Atom,0,0,0,False
153639729,Work,Atom,0,2,6,True
153639730,Work,Atom,0,2,6,True
153639731,Work,Atom,0,2,6,True
153639732,Work,Atom,0,0,6,True
153639733,Work,Atom,0,2,6,False
153639734,Work,Atom,0,0,0,False
153639735,Work,Atom,0,2,6,True
153639736,Work,Atom,0,2,6,True
153639736,Work,Atom,0,2,6,True
153639737,Work,Atom,0,2,6,True
153639738,Work,Atom,0,2,6,True
153639739,Work,Atom,0,2,6,True
153639740,Work,Atom,0,2,6,True
153639741,Work,Atom,0,0,6,True
153639742,Work,Atom,0,2,6,True
153639743,Work,Atom,0,2,6,True
153639744,Work,Atom,0,2,6,True
153639745,Work,Atom,0,1,6,True
153639746,Work,Atom,0,2,6,True
153639747,Work,Atom,0,2,6,True
153639747,Work,Atom,0,2,6,True
153639748,Work,Atom,0,0,6,True
153639749,Work,Atom,0,0,6,True
153639750,Work,Atom,0,2,6,True
153639751,Work,Atom,0,2,6,True
153639752,Work,Atom,0,2,6,True
153639753,Work,Atom,0,2,6,True
153639754,Work,Atom,0,2,6,True
153639755,Work,Atom,0,2,6,True
153639756,Work,Atom,0,2,6,True
153639757,Work,Atom,0,2,6,False
153639758,Work,Atom,0,2,6,True
153639758,Work,Atom,0,0,6,False
153639759,Work,Atom,0,2,6,True
153639760,Work,Atom,0,2,6,True
153639761,Work,Atom,0,2,6,True
153639762,Work,Atom,0,0,6,True
153639763,Work,Atom,0,2,6,True
153639764,Work,Atom,0,0,6,False
153639765,Work,Atom,0,2,6,True
153639766,Work,Atom,0,2,6,True
153639767,Work,Atom,0,2,6,True
153639768,Work,Atom,0,1,6,True
153639769,Work,Atom,0,2,3,True
153639769,Work,Atom,0,0,6,True
153639770,Work,Atom,0,0,6,True
153639771,Work,Atom,0,2,6,True
153639772,Work,Atom,15,2,6,True
153639773,Work,Atom,0,2,6,True
153639774,Work,Atom,0,2,6,True
153639775,Work,Atom,0,1,6,True
153639776,Work,Atom,0,2,6,True
153639777,Work,Atom,0,2,6,True
153639778,Work,Atom,0,2,6,True
153639779,Miscellaneous,Ato,0,2,6,False
153639780,Miscellaneous,Ato,0,0,6,True
153639780,Miscellaneous,Ato,0,2,6,True
153639781,Miscellaneous,Ato,0,0,6,True
153639782,Miscellaneous,Ato,0,2,6,True
153639783,Miscellaneous,Ato,0,2,6,True
153639784,Miscellaneous,Ato,0,1,6,True
153639785,Work,Atom,0,2,6,True
153639786,Work,Atom,0,2,6,False
153639787,Work,Atom,0,2,4,True
153639788,Work,Atom,0,2,0,False
153639789,Work,Atom,0,2,6,False
153639790,Work,Atom,0,2,6,True
153639790,Work,Atom,0,0,6,False
153639791,Work,Atom,0,2,6,True
153639792,Work,Atom,0,1,3,True
153639793,Work,Atom,0,2,6,True
153639794,Work,Atom,0,2,6,True
153639795,Work,Atom,0,1,6,False
153639796,Work,Atom,0,2,6,True
153639797,Work,Atom,0,2,6,True
153639798,Work,Atom,0,2,6,True
153639799,Work,Atom,0,2,6,True
153639800,Work,Atom,0,2,0,False
153639801,Work,Atom,0,1,6,False
153639801,Work,Atom,0,1,6,False
153639802,Work,Atom,0,2,6,True
153639803,Work,Atom,0,2,6,True
153639804,Work,Atom,0,2,6,False
153639805,Work,Atom,0,2,6,True
153639806,Work,Atom,0,0,6,True
153639807,Work,Atom,0,2,6,True
153639808,Work,Atom,0,0,6,True
153639809,Work,Atom,0,0,6,True
153639810,Work,Atom,0,2,6,True
153639811,Work,Atom,0,2,6,True
153639812,Work,Atom,0,2,6,False
153639812,Work,Atom,0,2,6,True
153639813,Work,Atom,0,0,6,True
153639814,Work,Atom,0,2,6,True
153639815,Work,Atom,0,2,6,False
153639816,Work,Atom,0,1,3,False
153639817,Work,Atom,0,2,6,True
153639818,Work,Atom,0,0,6,True
153639819,Work,Atom,0,2,6,False
153639820,Work,Atom,0,2,6,True
153639821,Work,Atom,0,2,6,True
153639822,Work,Atom,0,2,6,True
153639822,Work,Atom,0,0,6,True
153639823,Work,Atom,0,2,6,True
153639824,Work,Atom,0,0,6,True
153639825,Work,Atom,0,1,6,True
153639826,Work,Atom,0,2,6,True
153639827,Work,Atom,0,1,6,True
153639828,Work,Atom,0,0,6,True
153639829,Work,Atom,0,0,6,True
153639830,Work,Atom,0,0,6,True
153639831,Work,Atom,0,2,6,False
153639832,Work,Atom,0,2,6,True
153639833,Work,Atom,1,2,3,True
153639833,Work,Atom,1,2,6,True
153639834,Work,Atom,0,2,6,True
153639835,Work,Atom,0,2,4,True
153639836,Work,Atom,0,0,2,True
153639837,Work,Atom,0,0,6,True
153639838,Work,Atom,0,2,6,True
153639839,Work,Atom,0,2,6,True
153639840,Work,Atom,0,2,6,True
153639841,Work,Atom,0,0,0,True
153639842,Work,Atom,0,2,6,True
153639843,Work,Atom,0,0,6,True
153639844,Work,Atom,0,0,6,True
153639844,Work,Atom,0,2,6,True
153639845,Work,Atom,0,2,6,True
153639846,Work,Atom,0,2,6,True
153639847,Work,Atom,0,2,5,True
153639848,Work,Atom,0,0,6,True
153639849,Work,Atom,0,2,6,False
153639850,Work,Atom,7,2,6,True
153639851,Work,Atom,1,2,6,True
153639852,Work,Atom,0,2,6,False
153640184,Work,Atom,1,2,6,True
153640185,Work,Atom,0,1,6,True
153640185,Work,Atom,0,0,6,True
153640186,Work,Atom,0,1,6,True
153640187,Work,Atom,0,2,6,True
153640188,Work,Atom,0,2,6,True
153640189,Work,Atom,0,0,6,True
153640190,Work,Atom,0,2,6,True
153642075,Work,Terminal,2,2,6,True
153642076,Work,Atom,0,2,6,True
153642077,Work,Atom,4,2,6,True
153642078,Work,Atom,9,1,6,True
153642079,Work,Atom,4,2,6,True
153642080,Work,Terminal,3,2,6,True
153642081,Work,Atom,8,0,6,True
153642082,Work,Terminal,3,2,6,True
153642083,Work,Terminal,0,0,6,True
153642084,Miscellaneous,Google Chrome :: https://www.google.com.sg/search?q=EOF&rlz=1C5CHFA_enSG730SG730&oq=EOF&aqs=chrome..69i57j69i60l3j0l2.475j0j4&sourceid=chrome&ie=UTF-,4,2,6,True
153642085,Work,Atom,1,0,6,True
153642086,Work,Atom,11,2,0,False
153642086,Work,Atom,22,2,2,True
153642087,Work,Terminal,3,2,6,False
153642088,Work,Atom,0,2,6,True
153642089,Work,Atom,0,2,3,True
153642090,Work,Atom,0,2,6,True
153642091,Work,Atom,0,0,6,True
153642092,Work,Atom,0,2,2,True
153642093,Work,Atom,0,0,3,True
153642094,Work,Atom,0,2,0,False
153642095,Work,Atom,0,2,6,True
153642096,Work,Atom,0,2,6,True
153642096,Work,Atom,0,2,6,True
153642097,Work,Atom,0,2,6,True
153642098,Work,Atom,0,0,6,False
153642099,Work,Atom,0,2,6,True
153642100,Work,Atom,0,1,6,False
153642101,Work,Atom,0,0,2,True
153642102,Work,Atom,0,1,6,True
153642103,Work,Atom,0,2,1,True
153642104,Work,Atom,0,0,6,True
153642105,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,True
153642106,Work,Atom,0,2,6,True
153642107,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,False
153642107,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,True
153642108,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,True
153642109,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,True
153642110,Work,Atom,0,1,6,True
153642111,Work,Terminal,9,0,6,True
153642112,Work,Terminal,0,2,6,True
153642113,Work,Terminal,0,1,6,True
153642114,Work,Terminal,11,2,6,True
153642115,Work,Terminal,0,0,6,True
153642116,Work,Terminal,0,2,6,True
153642117,Work,Terminal,8,2,6,True
153642118,Work,Atom,0,0,6,True
153642118,Work,Terminal,0,2,6,True
153642119,Work,Terminal,0,2,0,True
153642120,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,0,6,True
153642121,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,0,6,True
153642122,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,True
153642123,Work,Terminal,0,2,6,True
153642124,Work,Atom,0,2,6,True
153642125,Work,Atom,0,2,6,True
153642126,Work,Atom,0,2,6,True
153642127,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,True
153642128,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,True
153642128,Work,Terminal,13,0,6,True
153642129,Work,Terminal,10,1,6,False
153642130,Work,Terminal,0,2,6,True
153642131,Work,Terminal,0,1,6,True
153642132,Work,Terminal,22,2,6,True
153642133,Work,Terminal,15,2,6,True
153642134,Work,Terminal,0,1,6,True
153642135,Work,Atom,0,2,6,False
153642136,Work,Atom,0,2,0,False
153642137,Work,Google Chrome :: https://github.com/beverlybiwenlow/fbhackathon201,0,2,6,False
153642138,Work,Atom,0,0,6,False
153642139,Work,Atom,0,2,6,True
153642139,Work,Atom,0,2,6,True
153642140,Miscellaneous,Finder,0,2,6,True
153642141,Work,Terminal,0,0,6,True
153642142,Miscellaneous,Finder,0,1,6,False
153642174,Miscellaneous,Finder,0,2,6,False
153642175,Miscellaneous,Finder,11,0,6,True
153642176,Miscellaneous,Finder,19,2,6,True
153642177,Miscellaneous,Finder,16,2,6,False
153642178,Miscellaneous,Finder,0,0,6,True
153642179,Miscellaneous,Finder,0,2,6,True
153642180,Miscellaneous,Finder,0,0,6,True
153642181,Miscellaneous,Finder,0,0,6,True
153642181,Miscellaneous,Finder,0,2,6,True
153642182,Miscellaneous,Finder,0,0,6,True
153642183,Miscellaneous,Finder,0,2,3,True
153642184,Miscellaneous,Finder,0,2,6,True
153642185,Miscellaneous,Finder,0,0,6,True
153642202,Miscellaneous,Finder,0,1,6,False
153642203,Miscellaneous,Finder,2,0,3,True
153642204,Miscellaneous,Finder,0,2,6,True
153642205,Miscellaneous,Finder,0,2,3,True
153642206,Miscellaneous,Finder,0,2,6,False
153642207,Miscellaneous,Finder,0,0,6,True
153642208,Miscellaneous,Finder,0,2,6,True
153642209,Miscellaneous,Finder,9,2,6,True
153642210,Miscellaneous,Finder,0,2,6,True
153642211,Miscellaneous,Finder,0,0,3,True
153642212,Miscellaneous,Finder,0,2,6,True
153642213,Miscellaneous,Finder,0,2,3,True
153642213,Miscellaneous,Finder,0,2,6,True
153642214,Miscellaneous,Finder,0,0,6,True
153642215,Miscellaneous,Finder,1,2,6,True
153642216,Miscellaneous,Finder,1,0,6,True
153642217,Miscellaneous,Finder,0,2,6,True
153642218,Miscellaneous,Finder,0,0,6,True
153642219,Miscellaneous,Finder,0,2,6,True
153642220,Miscellaneous,Finder,2,2,0,True
153642221,Miscellaneous,Finder,6,2,6,True
153642222,Miscellaneous,Finder,10,2,6,True
153642223,Miscellaneous,Finder,14,2,6,True
153642223,Miscellaneous,Finder,0,1,6,True
153642224,Miscellaneous,Finder,0,1,6,True
153642225,Miscellaneous,Finder,0,2,6,False
153642226,Miscellaneous,Finder,0,2,6,True
153642227,Miscellaneous,Finder,0,0,6,False
153642228,Miscellaneous,Finder,0,2,6,True
153642229,Miscellaneous,Finder,0,2,6,True
153642230,Miscellaneous,Finder,0,2,6,False
153642231,Miscellaneous,Finder,0,2,6,False
153642232,Miscellaneous,Finder,0,2,6,True
153642233,Miscellaneous,Finder,0,2,6,True
153642234,Miscellaneous,Finder,0,0,6,True
153642234,Miscellaneous,Finder,0,2,6,True
153642235,Miscellaneous,Finder,0,2,6,True
153642236,Miscellaneous,Finder,0,2,6,False
153642237,Miscellaneous,Finder,0,2,6,True
153642238,Miscellaneous,Finder,4,0,6,True
153642239,Miscellaneous,Finder,3,2,6,False
153642240,Miscellaneous,Finder,0,2,6,True
153642241,Miscellaneous,Finder,3,2,6,True
153642242,Miscellaneous,Finder,6,2,6,False
153642243,Miscellaneous,Finder,3,2,6,True
153642244,Miscellaneous,Finder,3,2,6,True
153642245,Miscellaneous,Finder,0,2,6,True
153642245,Miscellaneous,Finder,0,0,6,True
153642246,Miscellaneous,Finder,0,2,6,True
153642247,Miscellaneous,Finder,0,1,6,True
153642294,Miscellaneous,Finder,3,2,6,True
153642295,Miscellaneous,Finder,0,2,6,True
153642296,Miscellaneous,Finder,0,1,6,True
153642297,Miscellaneous,Finder,10,0,6,True
153642297,Miscellaneous,Finder,0,2,6,True
153642298,Miscellaneous,Finder,0,2,6,True
153642299,Miscellaneous,Finder,0,2,6,True
153642300,Miscellaneous,Finder,0,2,6,False
153642301,Miscellaneous,Finder,0,2,6,False
153642302,Miscellaneous,Finder,0,2,6,True
153642303,Miscellaneous,Finder,0,2,6,True
153642304,Miscellaneous,Finder,0,2,6,True
153642305,Miscellaneous,Finder,0,2,6,True
153642306,Miscellaneous,Finder,0,2,6,True
153642307,Miscellaneous,Finder,0,2,3,True
153642308,Miscellaneous,Finder,0,1,6,True
153642308,Miscellaneous,Finder,0,2,3,True
153642309,Miscellaneous,Finder,0,2,6,True
153642310,Miscellaneous,Finder,0,0,5,True
153642311,Miscellaneous,Finder,2,2,6,True
153642312,Miscellaneous,Finder,2,0,6,False
153642313,Miscellaneous,Finder,3,2,6,True
153642314,Miscellaneous,Finder,21,2,6,True
153642315,Miscellaneous,Finder,14,2,6,True
153642316,Miscellaneous,Finder,23,0,6,True
153642317,Miscellaneous,Finder,9,2,6,True
153642318,Miscellaneous,Finder,14,0,6,True
153642319,Miscellaneous,Finder,0,2,6,True
153642319,Miscellaneous,Finder,0,0,6,True
153642320,Miscellaneous,Finder,0,2,6,False
153642321,Miscellaneous,Finder,0,2,6,True
153642322,Miscellaneous,Finder,0,2,6,True
153642323,Miscellaneous,Finder,0,0,6,True
153642324,Miscellaneous,Finder,0,2,6,True
153642325,Miscellaneous,Finder,0,2,6,True
153642326,Miscellaneous,Finder,0,2,6,True
153642327,Miscellaneous,Finder,0,2,6,True
153642328,Miscellaneous,Finder,0,2,6,True
153642329,Miscellaneous,Finder,0,0,3,True
153642329,Miscellaneous,Finder,0,2,6,True
153642330,Miscellaneous,Finder,0,0,6,True
153642331,Miscellaneous,Finder,0,0,6,True
153642332,Miscellaneous,Finder,0,2,6,True
153642333,Miscellaneous,Finder,0,2,6,True
153642334,Miscellaneous,Finder,0,2,6,True
153642335,Miscellaneous,Finder,0,2,6,False
153642336,Miscellaneous,Finder,0,2,6,True
153642337,Miscellaneous,Finder,0,2,6,False
153642338,Miscellaneous,Finder,0,2,6,False
153642339,Miscellaneous,Finder,0,0,3,True
153642340,Miscellaneous,Finder,0,2,6,True
153642340,Miscellaneous,Finder,0,2,6,True
153642341,Miscellaneous,Finder,0,2,6,True
153642342,Miscellaneous,Finder,0,0,6,True
153642343,Miscellaneous,Finder,0,2,6,True
153642344,Miscellaneous,Finder,0,2,6,False
153642345,Miscellaneous,Finder,0,2,6,True
153642346,Miscellaneous,Finder,0,0,6,True
153642347,Miscellaneous,Finder,0,0,6,False
153642348,Miscellaneous,Finder,0,1,6,True
153642349,Miscellaneous,Finder,0,2,6,True
153642350,Miscellaneous,Finder,0,2,6,True
153642350,Miscellaneous,Finder,0,2,6,True
153642351,Miscellaneous,Finder,0,2,6,True
153642352,Miscellaneous,Finder,0,1,6,True
153642353,Miscellaneous,Finder,0,0,6,True
153642354,Miscellaneous,Finder,0,2,6,True
153642355,Miscellaneous,Finder,0,0,6,True
153642356,Miscellaneous,Finder,0,2,6,True
153642357,Miscellaneous,Finder,0,2,6,True
153642358,Miscellaneous,Finder,0,2,1,True
153642359,Miscellaneous,Finder,0,2,6,True
153642360,Miscellaneous,Finder,0,2,6,True
153642361,Miscellaneous,Finder,0,2,6,True
153642361,Miscellaneous,Finder,0,2,6,False
153642362,Miscellaneous,Finder,0,1,6,True
153642363,Miscellaneous,Finder,0,2,6,True
153642364,Miscellaneous,Finder,0,2,6,True
153642365,Miscellaneous,Finder,0,2,6,False
153642366,Miscellaneous,Finder,0,2,6,False
153642367,Miscellaneous,Finder,0,2,6,True
153642368,Miscellaneous,Finder,0,2,6,True
153642369,Miscellaneous,Finder,0,0,6,True
153642370,Miscellaneous,Finder,0,0,6,True
153642371,Miscellaneous,Finder,0,2,6,True
153642371,Miscellaneous,Finder,0,2,6,True
153642372,Miscellaneous,Finder,0,2,6,True
153642373,Miscellaneous,Finder,0,2,6,True
153642374,Miscellaneous,Finder,0,2,6,True
153642375,Miscellaneous,Finder,0,2,6,True
153642376,Miscellaneous,Finder,0,2,0,True
153642377,Miscellaneous,Finder,0,2,6,True
153642378,Miscellaneous,Finder,0,2,6,True
153642379,Miscellaneous,Finder,0,2,6,True
153642380,Miscellaneous,Finder,0,0,6,True
153642381,Miscellaneous,Finder,0,2,3,True
153642382,Miscellaneous,Finder,0,2,3,True
153642382,Miscellaneous,Finder,0,0,6,True
153642383,Miscellaneous,Finder,0,2,6,False
153642384,Miscellaneous,Finder,0,2,6,True
153642385,Miscellaneous,Finder,0,2,6,True
153642386,Miscellaneous,Finder,0,2,6,True
153642387,Miscellaneous,Finder,0,0,6,True
153642388,Miscellaneous,Finder,0,0,6,False
153642389,Miscellaneous,Finder,0,1,6,True
153642390,Miscellaneous,Finder,0,2,6,True
153642391,Miscellaneous,Finder,0,2,6,True
153642392,Miscellaneous,Finder,0,2,6,True
153642392,Miscellaneous,Finder,0,2,6,True
153642393,Miscellaneous,Finder,0,2,6,True
153642394,Miscellaneous,Finder,0,2,6,True
153642395,Miscellaneous,Finder,0,2,6,True
153642396,Miscellaneous,Finder,0,2,6,True
153642397,Miscellaneous,Finder,0,0,6,True
153642398,Miscellaneous,Finder,0,2,6,True
153642399,Miscellaneous,Finder,0,2,6,True
153642400,Miscellaneous,Finder,0,2,6,True
153642401,Miscellaneous,Finder,0,2,0,True
153642402,Miscellaneous,Finder,0,0,6,True
153642403,Miscellaneous,Finder,0,2,6,True
153642403,Miscellaneous,Finder,0,2,6,True
153642404,Miscellaneous,Finder,0,2,6,True
153642405,Miscellaneous,Finder,0,2,6,True
153642406,Miscellaneous,Finder,0,2,6,True
